time,lon,lat,foot,label,age,sex,year,logger,type,Nest_Distance,Trip_ID,ID
2020-05-21T03:25:10Z,141.5512,40.62367,X1,K20X1,10,♂,2020,VHF00001,harness,9469.9636428093,2,2020_X1_2_trip
2020-05-21T03:30:15Z,141.54798,40.62295,X1,K20X1,10,♂,2020,VHF00001,harness,9423.1433257837,2,2020_X1_2_trip
2020-05-21T03:35:11Z,141.55612,40.61448,X1,K20X1,10,♂,2020,VHF00001,harness,8424.1162210849,2,2020_X1_2_trip
2020-05-21T03:40:11Z,141.54381,40.59933,X1,K20X1,10,♂,2020,VHF00001,harness,6912.7140645698,2,2020_X1_2_trip
2020-05-21T03:45:11Z,141.54608,40.59486,X1,K20X1,10,♂,2020,VHF00001,harness,6374.9310731821,2,2020_X1_2_trip
2020-05-21T03:50:11Z,141.55915,40.60343,X1,K20X1,10,♂,2020,VHF00001,harness,7198.0572553109,2,2020_X1_2_trip
2020-05-21T03:55:12Z,141.54308,40.60557,X1,K20X1,10,♂,2020,VHF00001,harness,7606.4095766073,2,2020_X1_2_trip
2020-05-21T04:00:11Z,141.54492,40.59311,X1,K20X1,10,♂,2020,VHF00001,harness,6212.3076054156,2,2020_X1_2_trip
2020-05-21T04:05:10Z,141.54752,40.59484,X1,K20X1,10,♂,2020,VHF00001,harness,6342.5139525015,2,2020_X1_2_trip
2020-05-21T04:10:11Z,141.55534,40.5987,X1,K20X1,10,♂,2020,VHF00001,harness,6675.5122808958,2,2020_X1_2_trip
2020-05-21T04:15:10Z,141.54297,40.58986,X1,K20X1,10,♂,2020,VHF00001,harness,5916.8834409482,2,2020_X1_2_trip
2020-05-21T04:20:10Z,141.52977,40.5914,X1,K20X1,10,♂,2020,VHF00001,harness,6624.8447116222,2,2020_X1_2_trip
2020-05-21T04:25:10Z,141.53499,40.59198,X1,K20X1,10,♂,2020,VHF00001,harness,6434.7409239071,2,2020_X1_2_trip
2020-05-21T04:30:10Z,141.53796,40.58055,X1,K20X1,10,♂,2020,VHF00001,harness,5141.5219190487,2,2020_X1_2_trip
2020-05-20T23:10:17Z,141.56118,40.52599,X2,K20X2,15,♀,2020,VHF00002,harness,1454.837048735,1,2020_X2_1_trip
2020-05-20T23:20:17Z,141.56679,40.53517,X2,K20X2,15,♀,2020,VHF00002,harness,1088.3879194337,1,2020_X2_1_trip
2020-05-20T23:25:17Z,141.57762,40.55639,X2,K20X2,15,♀,2020,VHF00002,harness,2972.6068627053,1,2020_X2_1_trip
2020-05-21T00:40:16Z,141.58815,40.56672,X2,K20X2,15,♀,2020,VHF00002,harness,4608.9352728404,1,2020_X2_1_trip
2020-05-21T00:45:12Z,141.57438,40.55152,X2,K20X2,15,♀,2020,VHF00002,harness,2350.6649054048,1,2020_X2_1_trip
2020-05-21T00:50:15Z,141.565,40.54668,X2,K20X2,15,♀,2020,VHF00002,harness,1216.1234847459,1,2020_X2_1_trip
2020-05-21T00:55:13Z,141.57015,40.55935,X2,K20X2,15,♀,2020,VHF00002,harness,2691.6474661242,1,2020_X2_1_trip
2020-05-21T01:00:15Z,141.57529,40.55227,X2,K20X2,15,♀,2020,VHF00002,harness,2481.4945317289,1,2020_X2_1_trip
2020-05-21T01:05:15Z,141.58044,40.55671,X2,K20X2,15,♀,2020,VHF00002,harness,3235.3532949282,1,2020_X2_1_trip
2020-05-21T01:10:16Z,141.61897,40.56446,X2,K20X2,15,♀,2020,VHF00002,harness,7391.5341354729,1,2020_X2_1_trip
2020-05-21T01:15:16Z,141.62467,40.55519,X2,K20X2,15,♀,2020,VHF00002,harness,7669.5289694492,1,2020_X2_1_trip
2020-05-21T01:20:10Z,141.63603,40.55459,X2,K20X2,15,♀,2020,VHF00002,harness,8884.8550534849,1,2020_X2_1_trip
2020-05-21T01:25:12Z,141.64557,40.52218,X2,K20X2,15,♀,2020,VHF00002,harness,9933.3085677598,1,2020_X2_1_trip
2020-05-21T01:30:16Z,141.65208,40.51194,X2,K20X2,15,♀,2020,VHF00002,harness,10897.333506284,1,2020_X2_1_trip
2020-05-21T01:35:14Z,141.64893,40.50941,X2,K20X2,15,♀,2020,VHF00002,harness,10642.9385899441,1,2020_X2_1_trip
2020-05-21T01:40:13Z,141.65652,40.49693,X2,K20X2,15,♀,2020,VHF00002,harness,11914.5581088699,1,2020_X2_1_trip
2020-05-21T01:45:11Z,141.64879,40.51326,X2,K20X2,15,♀,2020,VHF00002,harness,10506.0075370188,1,2020_X2_1_trip
2020-05-21T01:50:13Z,141.64642,40.49895,X2,K20X2,15,♀,2020,VHF00002,harness,10796.9940920116,1,2020_X2_1_trip
2020-05-21T01:55:17Z,141.64157,40.49455,X2,K20X2,15,♀,2020,VHF00002,harness,10525.1684691455,1,2020_X2_1_trip
2020-05-21T02:00:17Z,141.64239,40.49586,X2,K20X2,15,♀,2020,VHF00002,harness,10539.6214070443,1,2020_X2_1_trip
2020-05-21T02:05:11Z,141.66554,40.51027,X2,K20X2,15,♀,2020,VHF00002,harness,12386.5835464717,1,2020_X2_1_trip
2020-05-21T02:10:17Z,141.64686,40.49592,X2,K20X2,15,♀,2020,VHF00002,harness,10982.7611933822,1,2020_X2_1_trip
2020-05-21T02:15:10Z,141.65373,40.50755,X2,K20X2,15,♀,2020,VHF00002,harness,11212.898302765,1,2020_X2_1_trip
2020-05-21T02:20:12Z,141.6376,40.50765,X2,K20X2,15,♀,2020,VHF00002,harness,9521.2618326394,1,2020_X2_1_trip
2020-05-21T02:25:10Z,141.63288,40.49783,X2,K20X2,15,♀,2020,VHF00002,harness,9502.532185134,1,2020_X2_1_trip
2020-05-21T02:30:10Z,141.64377,40.50246,X2,K20X2,15,♀,2020,VHF00002,harness,10372.1130678555,1,2020_X2_1_trip
2020-05-21T02:35:11Z,141.64441,40.50445,X2,K20X2,15,♀,2020,VHF00002,harness,10355.0278675564,1,2020_X2_1_trip
2020-05-21T02:40:10Z,141.63363,40.49844,X2,K20X2,15,♀,2020,VHF00002,harness,9544.5157460198,1,2020_X2_1_trip
2020-05-21T02:45:10Z,141.62648,40.49914,X2,K20X2,15,♀,2020,VHF00002,harness,8811.4292831273,1,2020_X2_1_trip
2020-05-21T02:50:10Z,141.63328,40.49529,X2,K20X2,15,♀,2020,VHF00002,harness,9678.5863992997,1,2020_X2_1_trip
2020-05-21T02:55:10Z,141.62597,40.49642,X2,K20X2,15,♀,2020,VHF00002,harness,8917.1999544631,1,2020_X2_1_trip
2020-05-21T03:00:16Z,141.62814,40.50305,X2,K20X2,15,♀,2020,VHF00002,harness,8768.1203454773,1,2020_X2_1_trip
2020-05-21T03:05:11Z,141.62859,40.51891,X2,K20X2,15,♀,2020,VHF00002,harness,8177.9203363398,1,2020_X2_1_trip
2020-05-21T03:10:15Z,141.62208,40.50653,X2,K20X2,15,♀,2020,VHF00002,harness,7993.5685000616,1,2020_X2_1_trip
2020-05-21T03:15:14Z,141.64352,40.52786,X2,K20X2,15,♀,2020,VHF00002,harness,9611.0799302477,1,2020_X2_1_trip
2020-05-21T03:20:11Z,141.64986,40.50834,X2,K20X2,15,♀,2020,VHF00002,harness,10777.3592239023,1,2020_X2_1_trip
2020-05-21T03:25:10Z,141.62961,40.50682,X2,K20X2,15,♀,2020,VHF00002,harness,8736.4487235507,1,2020_X2_1_trip
2020-05-21T03:30:15Z,141.63147,40.5127,X2,K20X2,15,♀,2020,VHF00002,harness,8688.8342572197,1,2020_X2_1_trip
2020-05-21T03:35:11Z,141.62485,40.51551,X2,K20X2,15,♀,2020,VHF00002,harness,7892.5953878299,1,2020_X2_1_trip
2020-05-21T03:40:11Z,141.63338,40.50929,X2,K20X2,15,♀,2020,VHF00002,harness,9018.6188574422,1,2020_X2_1_trip
2020-05-21T03:45:11Z,141.62545,40.5072,X2,K20X2,15,♀,2020,VHF00002,harness,8298.6491651041,1,2020_X2_1_trip
2020-05-21T03:50:11Z,141.6243,40.50227,X2,K20X2,15,♀,2020,VHF00002,harness,8430.8366226584,1,2020_X2_1_trip
2020-05-21T03:55:12Z,141.62935,40.49638,X2,K20X2,15,♀,2020,VHF00002,harness,9241.0681452999,1,2020_X2_1_trip
2020-05-21T04:00:11Z,141.63801,40.50488,X2,K20X2,15,♀,2020,VHF00002,harness,9678.7929384365,1,2020_X2_1_trip
2020-05-21T04:05:10Z,141.62601,40.50845,X2,K20X2,15,♀,2020,VHF00002,harness,8298.2287195057,1,2020_X2_1_trip
2020-05-21T04:10:11Z,141.62266,40.50152,X2,K20X2,15,♀,2020,VHF00002,harness,8312.6326257324,1,2020_X2_1_trip
2020-05-21T04:15:10Z,141.61791,40.51051,X2,K20X2,15,♀,2020,VHF00002,harness,7385.1063344318,1,2020_X2_1_trip
2020-05-21T04:20:10Z,141.61138,40.51359,X2,K20X2,15,♀,2020,VHF00002,harness,6583.7021432831,1,2020_X2_1_trip
2020-05-21T04:25:10Z,141.62903,40.52172,X2,K20X2,15,♀,2020,VHF00002,harness,8147.7564990218,1,2020_X2_1_trip
2020-05-21T04:30:10Z,141.63308,40.52801,X2,K20X2,15,♀,2020,VHF00002,harness,8460.828910792,1,2020_X2_1_trip
2020-05-20T23:10:17Z,141.54931,40.54171,X2,K20X2,15,♀,2020,VHF00002,harness,982.7708585225,2,2020_X2_2_trip
2020-05-20T23:20:17Z,141.54371,40.55646,X2,K20X2,15,♀,2020,VHF00002,harness,2511.777793897,2,2020_X2_2_trip
2020-05-20T23:25:17Z,141.55118,40.56504,X2,K20X2,15,♀,2020,VHF00002,harness,3020.004652967,2,2020_X2_2_trip
2020-05-21T00:40:16Z,141.55728,40.56344,X2,K20X2,15,♀,2020,VHF00002,harness,2757.445074405,2,2020_X2_2_trip
2020-05-21T00:45:12Z,141.55708,40.56325,X2,K20X2,15,♀,2020,VHF00002,harness,2736.7336980897,2,2020_X2_2_trip
2020-05-21T00:50:15Z,141.55825,40.55322,X2,K20X2,15,♀,2020,VHF00002,harness,1624.9059802774,2,2020_X2_2_trip
2020-05-21T00:55:13Z,141.57103,40.55304,X2,K20X2,15,♀,2020,VHF00002,harness,2188.5416603388,2,2020_X2_2_trip
2020-05-21T01:00:15Z,141.56511,40.55015,X2,K20X2,15,♀,2020,VHF00002,harness,1529.4876649912,2,2020_X2_2_trip
2020-05-21T01:05:15Z,141.57058,40.55338,X2,K20X2,15,♀,2020,VHF00002,harness,2183.4910874258,2,2020_X2_2_trip
2020-05-21T01:10:16Z,141.56856,40.54511,X2,K20X2,15,♀,2020,VHF00002,harness,1414.7623995404,2,2020_X2_2_trip
2020-05-21T01:15:16Z,141.56638,40.5503,X2,K20X2,15,♀,2020,VHF00002,harness,1623.9519845485,2,2020_X2_2_trip
2020-05-21T01:20:10Z,141.57737,40.56563,X2,K20X2,15,♀,2020,VHF00002,harness,3717.0759100759,2,2020_X2_2_trip
2020-05-21T01:25:12Z,141.58562,40.56454,X2,K20X2,15,♀,2020,VHF00002,harness,4238.8097494693,2,2020_X2_2_trip
2020-05-21T01:30:16Z,141.59376,40.56856,X2,K20X2,15,♀,2020,VHF00002,harness,5212.2443756732,2,2020_X2_2_trip
2020-05-21T01:35:14Z,141.60681,40.57546,X2,K20X2,15,♀,2020,VHF00002,harness,6825.0490933136,2,2020_X2_2_trip
2020-05-21T01:40:13Z,141.60702,40.57145,X2,K20X2,15,♀,2020,VHF00002,harness,6587.1588253617,2,2020_X2_2_trip
2020-05-21T01:45:11Z,141.61384,40.57369,X2,K20X2,15,♀,2020,VHF00002,harness,7358.3257448395,2,2020_X2_2_trip
2020-05-21T01:50:13Z,141.61074,40.57381,X2,K20X2,15,♀,2020,VHF00002,harness,7076.1908450736,2,2020_X2_2_trip
2020-05-21T01:55:17Z,141.61398,40.57479,X2,K20X2,15,♀,2020,VHF00002,harness,7436.8169011419,2,2020_X2_2_trip
2020-05-21T02:00:17Z,141.61268,40.56706,X2,K20X2,15,♀,2020,VHF00002,harness,6881.9592390207,2,2020_X2_2_trip
2020-05-21T02:05:11Z,141.61365,40.56731,X2,K20X2,15,♀,2020,VHF00002,harness,6990.1451960828,2,2020_X2_2_trip
2020-05-21T02:10:17Z,141.6196,40.57229,X2,K20X2,15,♀,2020,VHF00002,harness,7832.4446397799,2,2020_X2_2_trip
2020-05-21T02:15:10Z,141.61142,40.5868,X2,K20X2,15,♀,2020,VHF00002,harness,8019.4130269697,2,2020_X2_2_trip
2020-05-21T02:20:12Z,141.63234,40.59639,X2,K20X2,15,♀,2020,VHF00002,harness,10487.2418209097,2,2020_X2_2_trip
2020-05-21T02:25:10Z,141.62228,40.61792,X2,K20X2,15,♀,2020,VHF00002,harness,11361.1043083413,2,2020_X2_2_trip
2020-05-21T02:30:10Z,141.61014,40.61025,X2,K20X2,15,♀,2020,VHF00002,harness,9862.2573790184,2,2020_X2_2_trip
2020-05-21T02:35:11Z,141.62172,40.61897,X2,K20X2,15,♀,2020,VHF00002,harness,11412.7184922938,2,2020_X2_2_trip
2020-05-21T02:40:10Z,141.62964,40.6208,X2,K20X2,15,♀,2020,VHF00002,harness,12132.7728226507,2,2020_X2_2_trip
2020-05-21T02:45:10Z,141.63588,40.6427,X2,K20X2,15,♀,2020,VHF00002,harness,14457.8854124146,2,2020_X2_2_trip
2020-05-21T02:50:10Z,141.64216,40.63462,X2,K20X2,15,♀,2020,VHF00002,harness,14202.3739433281,2,2020_X2_2_trip
2020-05-21T02:55:10Z,141.64204,40.62622,X2,K20X2,15,♀,2020,VHF00002,harness,13507.4923754276,2,2020_X2_2_trip
2020-05-21T03:00:16Z,141.63307,40.62023,X2,K20X2,15,♀,2020,VHF00002,harness,12339.9569130104,2,2020_X2_2_trip
2020-05-21T03:05:11Z,141.63383,40.59899,X2,K20X2,15,♀,2020,VHF00002,harness,10794.7770365054,2,2020_X2_2_trip
2020-05-21T03:10:15Z,141.62706,40.59373,X2,K20X2,15,♀,2020,VHF00002,harness,9843.2221197206,2,2020_X2_2_trip
2020-05-21T03:15:14Z,141.63681,40.58614,X2,K20X2,15,♀,2020,VHF00002,harness,10254.1127967811,2,2020_X2_2_trip
2020-05-21T03:20:11Z,141.63534,40.58764,X2,K20X2,15,♀,2020,VHF00002,harness,10202.5929743514,2,2020_X2_2_trip
2020-05-21T03:25:10Z,141.62708,40.59106,X2,K20X2,15,♀,2020,VHF00002,harness,9664.0369204764,2,2020_X2_2_trip
2020-05-21T03:30:15Z,141.62387,40.60982,X2,K20X2,15,♀,2020,VHF00002,harness,10798.6090464704,2,2020_X2_2_trip
2020-05-21T03:35:11Z,141.628,40.61933,X2,K20X2,15,♀,2020,VHF00002,harness,11889.3658160416,2,2020_X2_2_trip
2020-05-21T03:40:11Z,141.62236,40.61356,X2,K20X2,15,♀,2020,VHF00002,harness,10995.5959777769,2,2020_X2_2_trip
2020-05-21T03:45:11Z,141.61414,40.60458,X2,K20X2,15,♀,2020,VHF00002,harness,9644.3967483269,2,2020_X2_2_trip
2020-05-21T03:50:11Z,141.61657,40.60949,X2,K20X2,15,♀,2020,VHF00002,harness,10236.1222254263,2,2020_X2_2_trip
2020-05-21T03:55:12Z,141.61902,40.59629,X2,K20X2,15,♀,2020,VHF00002,harness,9353.9023270425,2,2020_X2_2_trip
2020-05-21T04:00:11Z,141.61395,40.61461,X2,K20X2,15,♀,2020,VHF00002,harness,10502.7895486769,2,2020_X2_2_trip
2020-05-21T04:05:10Z,141.60924,40.6264,X2,K20X2,15,♀,2020,VHF00002,harness,11306.8563261984,2,2020_X2_2_trip
2020-05-21T04:10:11Z,141.61157,40.62171,X2,K20X2,15,♀,2020,VHF00002,harness,10999.3015898888,2,2020_X2_2_trip
